months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
428,53,1000,1496.44,0,FEMALE,camping,0,0,Parked Car,missing,Trivial Damage,Police,9,1,YES,2,2,NO,6930,N
204,40,500,1256.2,0,FEMALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,41700,N
364,51,500,1268.35,0,MALE,board-games,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,77330,Y
185,35,2000,1421.59,0,MALE,sleeping,0,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,missing,2,3,YES,4950,N
63,26,500,1500.04,6000000,MALE,polo,0,-36500,Vehicle Theft,missing,Minor Damage,Police,5,1,NO,0,2,YES,5160,N
210,35,500,1433.24,0,FEMALE,yachting,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,missing,24570,Y
194,38,2000,1231.25,0,FEMALE,movies,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,missing,1,0,missing,53680,N
294,49,500,1135.43,0,MALE,bungie-jumping,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,42900,N
272,41,2000,945.73,5000000,MALE,chess,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,0,0,NO,84100,Y
27,27,2000,1118.76,0,FEMALE,dancing,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,missing,1,3,missing,61560,N
251,39,2000,1231.98,0,FEMALE,hiking,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,missing,44240,N
180,33,2000,1005.47,0,FEMALE,hiking,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,missing,2,3,YES,57700,N
392,50,2000,1108.97,0,FEMALE,exercise,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,N
143,30,500,1392.39,5000000,FEMALE,dancing,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,N
371,54,2000,1317.97,0,MALE,movies,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,missing,1,2,missing,32280,Y
292,42,1000,1588.22,0,MALE,camping,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,N
165,35,500,900.02,6000000,MALE,camping,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,N
158,33,1000,1744.64,3000000,MALE,movies,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,N
241,39,1000,1260.56,0,FEMALE,paintball,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,N
103,33,2000,1021.14,0,FEMALE,paintball,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,missing,79090,N
402,54,2000,1285.09,0,MALE,board-games,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,67770,Y
102,32,500,1537.07,3000000,MALE,chess,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,47400,Y
182,40,1000,1022.42,0,MALE,skydiving,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,0,2,missing,71100,N
282,46,2000,1558.86,0,MALE,dancing,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,missing,2,2,NO,69400,N
222,39,500,1757.87,0,MALE,board-games,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,missing,55000,Y
415,52,1000,973.5,0,MALE,polo,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,1,3,YES,51090,N
51,34,500,1430.8,0,MALE,camping,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,missing,2,3,NO,64200,Y
255,45,500,1192.27,0,MALE,base-jumping,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,67320,N
143,31,500,1163.83,0,MALE,movies,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,missing,76120,N
130,28,1000,1003.15,0,FEMALE,movies,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,85020,N
242,41,2000,1153.54,6000000,MALE,polo,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,missing,68090,N
96,27,1000,1631.1,0,FEMALE,exercise,0,0,Parked Car,missing,Trivial Damage,Police,4,1,missing,1,2,NO,6030,N
180,35,1000,1252.48,0,MALE,yachting,0,-55800,Vehicle Theft,missing,Minor Damage,None,17,1,missing,1,3,NO,5100,N
150,30,1000,1677.26,0,MALE,yachting,40100,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,YES,1,3,YES,4590,N
463,59,1000,979.73,0,FEMALE,yachting,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,missing,1,2,NO,72400,Y
472,64,500,989.24,0,MALE,skydiving,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,70900,N
75,25,1000,1389.86,0,FEMALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,missing,2,3,YES,65100,N
193,40,500,1233.85,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,missing,2,1,YES,64260,N
43,43,500,1320.39,0,FEMALE,yachting,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,missing,2,1,missing,79970,Y
253,41,1000,1435.09,0,FEMALE,bungie-jumping,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,missing,56610,N
152,30,500,1448.54,0,FEMALE,polo,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,missing,84590,Y
160,38,500,1733.56,0,MALE,sleeping,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,N
56,36,500,1533.07,0,MALE,exercise,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,1,2,YES,58500,N
286,41,500,1106.77,0,FEMALE,golf,45500,-62500,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,0,NO,5000,N
3,29,500,995.7,5000000,FEMALE,chess,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,1,missing,5000,Y
286,41,1000,1298.85,6000000,FEMALE,camping,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,missing,1,3,YES,54450,N
239,38,1000,1276.73,5000000,FEMALE,bungie-jumping,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,missing,61920,N
64,29,2000,1202.28,0,MALE,cross-fit,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,missing,1,2,NO,43700,Y
98,31,500,671.92,0,MALE,bungie-jumping,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,missing,2,0,missing,64080,N
16,35,1000,1358.03,0,MALE,chess,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,missing,55000,Y
70,27,1000,1008.79,4000000,FEMALE,video-games,46000,0,Vehicle Theft,missing,Trivial Damage,Police,19,1,NO,2,3,missing,4400,N
75,27,1000,1141.1,0,MALE,movies,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,missing,0,1,YES,71640,N
246,44,1000,1397.0,0,MALE,reading,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,0,NO,61740,N
110,27,1000,1664.66,0,FEMALE,golf,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,missing,0,3,missing,57500,N
236,39,1000,1151.39,4000000,FEMALE,reading,0,-63900,Parked Car,missing,Minor Damage,Police,17,1,YES,0,0,missing,8700,N
267,46,2000,1546.01,0,FEMALE,polo,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,missing,77100,N
463,57,500,1063.67,0,MALE,dancing,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,N
303,46,1000,709.14,0,MALE,kayaking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,N
137,30,500,1039.55,0,MALE,kayaking,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,missing,2,1,missing,74030,N
56,42,500,1339.39,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,missing,1,2,YES,61490,N
75,27,1000,1202.75,0,MALE,board-games,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,N
131,33,2000,1081.17,0,MALE,yachting,0,-65200,Parked Car,missing,Minor Damage,Police,3,1,missing,0,1,NO,4900,N
153,34,500,991.39,0,MALE,paintball,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,missing,1,0,NO,77770,N
255,43,500,984.02,0,FEMALE,board-games,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,missing,2,2,missing,74700,Y
103,26,500,1354.83,0,MALE,sleeping,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,missing,40600,N
97,28,1000,830.31,0,MALE,video-games,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,missing,1,0,missing,45270,N
214,36,2000,987.42,7000000,FEMALE,kayaking,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,missing,47080,N
438,57,500,1119.29,0,FEMALE,chess,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,missing,0,0,NO,40700,Y
87,27,500,1048.39,0,FEMALE,polo,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,missing,2,1,YES,34650,N
27,28,1000,1074.47,0,MALE,camping,0,0,Parked Car,missing,Trivial Damage,Police,4,1,missing,2,0,missing,3200,N
206,42,1000,1230.76,0,MALE,yachting,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,missing,1,1,NO,78980,Y
127,31,500,1255.02,0,MALE,reading,58200,0,Parked Car,missing,Minor Damage,None,10,1,YES,1,0,NO,6160,N
422,60,1000,1555.52,0,FEMALE,hiking,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,N
303,50,2000,836.11,5000000,MALE,camping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,1,2,NO,72840,N
228,40,500,1450.98,0,MALE,base-jumping,43700,0,Parked Car,missing,Trivial Damage,Police,20,1,missing,0,2,NO,6050,N
239,39,2000,625.08,0,FEMALE,hiking,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,Y
330,47,2000,1133.27,0,FEMALE,chess,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,missing,0,2,YES,60500,Y
128,35,500,1366.6,0,FEMALE,kayaking,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,missing,2,1,NO,88220,N
147,37,1000,1439.9,6000000,FEMALE,video-games,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,53680,N
287,45,1000,1230.69,0,MALE,golf,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,NO,0,2,NO,53800,N
142,29,2000,1307.68,0,FEMALE,dancing,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,54360,Y
162,35,2000,1124.69,0,FEMALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,0,3,YES,54340,N
140,35,1000,1520.78,0,FEMALE,chess,0,-42900,Parked Car,missing,Trivial Damage,None,5,1,missing,0,2,YES,2860,Y
106,28,2000,1609.11,0,MALE,polo,0,0,Vehicle Theft,missing,Minor Damage,Police,8,1,YES,2,1,YES,5490,N
292,45,1000,1358.91,0,MALE,dancing,0,0,Vehicle Theft,missing,Trivial Damage,Police,4,1,NO,0,2,missing,7370,N
34,34,500,1295.87,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,missing,1,0,NO,50800,Y
290,48,500,1161.03,5000000,MALE,video-games,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,missing,1,1,missing,41520,N
182,38,2000,1441.06,0,FEMALE,movies,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,missing,2,3,YES,89650,N
362,55,1000,1097.99,0,FEMALE,base-jumping,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,NO,0,3,NO,39690,N
143,32,1000,1464.42,0,FEMALE,golf,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,missing,2,0,NO,62260,N
183,38,500,1543.68,0,FEMALE,paintball,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,Y
254,40,500,1390.89,5000000,MALE,bungie-jumping,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,missing,2,2,missing,53460,N
249,43,2000,1148.58,0,FEMALE,golf,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,2,1,YES,57100,N
169,36,500,1616.26,0,MALE,yachting,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,missing,77440,N
235,40,500,1398.94,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,N
112,32,1000,1238.92,0,MALE,base-jumping,57800,-53700,Parked Car,missing,Trivial Damage,None,4,1,missing,0,2,missing,5060,N
16,32,1000,968.46,0,MALE,chess,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,missing,0,2,missing,59400,Y
128,31,500,1045.12,0,FEMALE,cross-fit,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,0,2,missing,69930,Y
103,27,1000,1537.33,0,FEMALE,board-games,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,1,1,NO,77700,N
356,54,500,912.3,0,MALE,yachting,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,missing,68750,Y
109,29,2000,1007.28,6000000,FEMALE,movies,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,NO,1,3,YES,91080,N
2,20,1000,1189.98,4000000,FEMALE,golf,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,48360,N
198,34,1000,1576.41,0,MALE,kayaking,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,95000,N
107,32,500,1172.82,4000000,MALE,yachting,82100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,missing,1,3,NO,3900,N
252,39,500,1312.22,9000000,MALE,cross-fit,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,missing,0,3,NO,59400,Y
303,43,1000,671.01,7000000,FEMALE,camping,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,missing,2,0,missing,60210,N
101,32,500,895.14,0,MALE,video-games,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,missing,0,3,YES,43600,N
446,57,2000,1373.21,0,MALE,sleeping,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,62800,N
330,48,1000,1625.65,0,MALE,skydiving,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,missing,59500,N
211,37,2000,1295.63,4000000,FEMALE,skydiving,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,YES,1,0,missing,53460,N
172,33,1000,1459.96,6000000,FEMALE,reading,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,N
316,46,500,1219.94,7000000,FEMALE,paintball,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,missing,0,1,YES,63100,N
435,60,500,1064.49,5000000,MALE,chess,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,NO,2,1,missing,62880,Y
344,51,1000,959.83,0,FEMALE,paintball,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,missing,2,2,YES,75400,Y
204,40,2000,1767.02,0,MALE,hiking,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,N
278,47,500,1285.01,0,MALE,sleeping,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,NO,2,2,YES,58500,N
434,57,2000,1422.95,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,66240,N
209,36,2000,1223.39,0,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,missing,1,3,missing,65440,N
250,43,2000,1539.06,0,MALE,exercise,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,missing,64200,N
61,25,2000,988.06,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,YES,1,0,NO,32320,N
80,28,1000,1740.57,0,FEMALE,golf,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,missing,0,1,missing,33480,N
25,38,1000,1540.91,7000000,MALE,polo,40900,0,Vehicle Theft,missing,Trivial Damage,None,0,1,NO,1,1,YES,4320,N
4,29,500,1381.88,5000000,MALE,exercise,0,-77800,Vehicle Theft,missing,Trivial Damage,Police,4,1,NO,0,2,missing,4200,N
32,29,500,1446.98,0,MALE,sleeping,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,YES,2,0,NO,57970,N
125,31,500,1220.86,0,MALE,paintball,55400,-40400,Parked Car,missing,Trivial Damage,None,4,1,YES,1,2,missing,4320,N
276,45,500,948.1,0,FEMALE,reading,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,missing,0,2,missing,69300,N
148,30,500,1471.24,0,FEMALE,camping,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,2,NO,32480,N
222,38,2000,1157.97,0,MALE,hiking,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,missing,2,2,YES,60480,N
32,38,2000,566.11,5000000,MALE,polo,0,0,Parked Car,missing,Trivial Damage,Police,22,1,YES,0,0,NO,2640,N
78,27,500,1060.88,0,MALE,skydiving,0,-66500,Parked Car,missing,Trivial Damage,Police,4,1,NO,0,3,NO,6050,N
238,43,1000,1524.45,4000000,MALE,chess,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,NO,0,0,NO,42700,Y
313,47,1000,1556.17,0,MALE,reading,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,40260,Y
334,50,500,1216.24,0,MALE,polo,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,NO,2,0,missing,50000,N
190,35,500,1484.72,5000000,FEMALE,golf,0,0,Parked Car,missing,Trivial Damage,None,4,1,NO,0,1,NO,3840,N
194,41,500,1203.81,0,MALE,video-games,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,missing,0,2,missing,95900,N
290,47,1000,1393.34,0,MALE,bungie-jumping,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,N
26,42,1000,1484.48,0,MALE,sleeping,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,NO,2,3,missing,63030,N
254,41,500,1581.27,5000000,FEMALE,skydiving,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,N
199,38,1000,1281.25,0,FEMALE,movies,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,missing,0,2,NO,44440,Y
137,35,500,1667.83,0,MALE,paintball,48500,-67400,Parked Car,missing,Minor Damage,Police,4,1,YES,1,1,NO,6600,N
134,36,1000,1497.41,0,MALE,kayaking,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,NO,2,0,YES,77200,N
73,30,500,803.36,0,FEMALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,missing,0,0,YES,57000,N
289,45,2000,1221.41,0,FEMALE,movies,46700,-72500,Vehicle Theft,missing,Trivial Damage,Police,9,1,NO,2,1,NO,2700,N
176,36,500,1865.83,5000000,MALE,kayaking,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,missing,2,1,YES,47300,N
145,37,2000,1434.27,0,FEMALE,sleeping,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,missing,2,3,missing,55110,N
164,31,500,1114.68,0,FEMALE,reading,44500,-55900,Vehicle Theft,missing,Trivial Damage,Police,5,1,YES,1,0,NO,4320,N
186,38,2000,1218.56,0,FEMALE,video-games,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,2,2,missing,68760,Y
85,31,2000,1234.69,9000000,FEMALE,paintball,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,missing,74400,Y
162,33,500,964.92,0,FEMALE,base-jumping,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,NO,2,1,NO,35300,Y
396,57,500,1351.72,0,MALE,camping,0,-49400,Parked Car,missing,Minor Damage,None,3,1,YES,1,3,missing,2640,N
270,41,1000,817.28,0,MALE,cross-fit,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,missing,1,1,NO,60190,Y
168,39,1000,1389.59,0,FEMALE,exercise,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,1,3,NO,41580,Y
274,45,1000,1353.53,0,FEMALE,cross-fit,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,58500,Y
263,43,1000,1294.04,0,FEMALE,movies,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,YES,2,3,YES,79320,N
152,33,1000,840.81,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,missing,82610,Y
46,41,2000,998.19,0,FEMALE,video-games,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,missing,78600,Y
276,46,2000,1090.32,0,MALE,chess,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,1,2,missing,51390,Y
234,44,500,1780.67,0,MALE,exercise,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,NO,1,0,NO,70200,Y
64,30,2000,1681.01,0,MALE,base-jumping,0,-51100,Parked Car,missing,Minor Damage,None,16,1,NO,2,1,NO,4900,N
456,62,1000,1395.77,0,FEMALE,chess,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,missing,1,3,NO,66480,Y
58,23,2000,1471.44,5000000,MALE,reading,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,2,1,NO,50380,Y
475,61,500,1265.72,0,FEMALE,paintball,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,YES,0,2,missing,64350,N
96,29,1000,1274.7,5000000,MALE,hiking,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,55400,Y
99,28,500,1330.39,0,MALE,basketball,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,49900,N
38,28,500,1122.95,4000000,MALE,golf,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,74880,N
259,44,2000,1655.79,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,N
241,43,1000,935.77,0,MALE,golf,0,-36000,Vehicle Theft,missing,Trivial Damage,Police,21,1,NO,1,0,YES,7150,N
437,58,2000,1192.04,0,MALE,dancing,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,YES,0,0,NO,55800,N
130,34,500,990.11,0,MALE,kayaking,0,-41200,Parked Car,missing,Trivial Damage,None,8,1,missing,1,3,YES,5830,N
269,41,2000,1422.21,0,FEMALE,polo,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,YES,2,1,NO,85900,Y
103,29,500,914.85,0,MALE,base-jumping,72100,0,Parked Car,missing,Minor Damage,Police,5,1,NO,2,3,NO,7110,N
284,43,500,1123.84,0,MALE,kayaking,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,N
189,39,2000,838.02,0,FEMALE,movies,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,missing,2,0,YES,64400,N
267,43,500,1300.68,0,MALE,sleeping,49000,0,Parked Car,missing,Minor Damage,None,0,1,NO,1,3,YES,1920,N
39,22,500,1173.21,0,MALE,polo,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,0,1,YES,86130,Y
140,32,1000,985.97,5000000,FEMALE,cross-fit,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,missing,2,3,missing,82170,Y
243,41,1000,1129.23,0,FEMALE,camping,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,missing,1,0,YES,50300,Y
116,31,500,1194.83,0,FEMALE,camping,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,N
219,43,1000,1114.29,0,FEMALE,polo,51300,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,missing,2,2,YES,66660,N
96,26,2000,1509.04,0,FEMALE,bungie-jumping,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,YES,2,3,NO,78320,N
149,34,500,664.86,0,FEMALE,skydiving,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,missing,0,1,NO,105040,N
246,43,1000,1267.4,6000000,MALE,basketball,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,0,1,NO,2,1,missing,50700,N
293,45,1000,1119.23,0,FEMALE,exercise,51500,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,NO,1,1,NO,51210,N
339,48,500,1698.51,0,MALE,dancing,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,2,1,missing,51840,N
160,33,1000,1422.78,0,FEMALE,exercise,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,missing,2,3,YES,52800,N
