months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount
285,47,1000,1216.68,0,FEMALE,basketball,55100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,NO,1,1,NO,2700
233,43,1000,954.18,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,missing,2,3,YES,42500
232,42,500,944.03,0,MALE,kayaking,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,missing,77000
76,24,1000,1622.67,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,missing,74700
343,48,500,1451.54,3000000,MALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,13,4,NO,2,3,NO,65070
303,50,500,793.15,0,MALE,board-games,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,81960
194,39,500,823.17,0,MALE,paintball,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,missing,2,2,NO,61500
47,34,500,1161.31,0,FEMALE,base-jumping,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,missing,62920
294,44,1000,1226.49,0,FEMALE,kayaking,53900,0,Vehicle Theft,missing,Trivial Damage,None,3,1,NO,0,1,NO,6100
259,42,2000,1170.53,0,FEMALE,sleeping,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590
369,55,2000,1589.54,0,MALE,camping,55400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,missing,2,0,YES,85300
275,40,2000,1190.6,0,MALE,camping,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,missing,1,3,YES,43230
456,62,1000,1395.77,0,FEMALE,chess,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,missing,1,3,NO,66480
22,25,2000,1053.24,0,FEMALE,movies,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130
325,46,500,1348.83,0,FEMALE,basketball,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,21,3,missing,1,2,YES,76120
91,27,2000,1073.83,0,FEMALE,polo,0,0,Vehicle Theft,missing,Trivial Damage,None,4,1,missing,1,2,missing,7260
422,60,1000,1555.52,0,FEMALE,hiking,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250
243,43,500,1307.74,0,FEMALE,board-games,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,missing,0,1,NO,37530
80,26,1000,1343.0,0,MALE,camping,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,missing,0,0,NO,90400
334,47,500,1238.89,0,MALE,sleeping,0,0,Vehicle Theft,missing,Minor Damage,None,3,1,missing,0,3,NO,6240
208,36,500,1153.49,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,YES,1,0,YES,50500
111,27,500,1363.77,4000000,FEMALE,exercise,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,2,3,NO,90970
97,28,1000,830.31,0,MALE,video-games,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,missing,1,0,missing,45270
107,31,2000,1018.73,5000000,MALE,yachting,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,missing,93730
199,38,1000,1281.25,0,FEMALE,movies,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,missing,0,2,NO,44440
188,37,500,1457.21,0,FEMALE,hiking,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,missing,2,0,YES,45000
249,43,1000,1518.46,0,FEMALE,cross-fit,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,16,1,missing,0,0,YES,53500
166,34,1000,1083.72,0,FEMALE,base-jumping,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,18,1,NO,0,2,YES,53680
266,42,500,1093.83,4000000,MALE,board-games,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,missing,1,1,NO,53280
276,47,1000,1724.09,0,MALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,missing,65780
163,38,2000,1453.92,0,FEMALE,yachting,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,missing,79500
78,27,500,1060.88,0,MALE,skydiving,0,-66500,Parked Car,missing,Trivial Damage,Police,4,1,NO,0,3,NO,6050
172,33,1000,1459.96,6000000,FEMALE,reading,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690
264,43,500,1508.12,6000000,MALE,basketball,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,missing,2,1,NO,60750
126,34,2000,1078.22,0,FEMALE,camping,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410
112,30,1000,1166.54,0,FEMALE,sleeping,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,3,1,YES,2,0,NO,107900
298,45,1000,1362.29,0,MALE,yachting,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,18,3,NO,0,0,NO,64000
398,58,500,990.98,0,FEMALE,cross-fit,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,18,1,YES,2,1,missing,99320
128,32,2000,768.91,0,FEMALE,chess,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,0,1,missing,1,0,NO,59800
26,39,1000,770.76,0,MALE,sleeping,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,missing,49800
81,25,500,920.3,5000000,FEMALE,hiking,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,11,3,missing,1,0,missing,73920
399,55,2000,995.56,0,MALE,sleeping,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,88400
303,43,1000,671.01,7000000,FEMALE,camping,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,missing,2,0,missing,60210
385,51,1000,976.37,0,FEMALE,reading,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,missing,1,3,missing,67600
205,42,2000,1387.7,4000000,FEMALE,skydiving,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130
312,47,1000,1212.07,0,FEMALE,polo,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320
289,43,1000,1387.51,0,FEMALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,missing,68580
156,38,500,1367.99,0,MALE,board-games,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,missing,0,3,missing,55200
282,46,2000,1558.86,0,MALE,dancing,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,missing,2,2,NO,69400
227,38,500,976.67,0,FEMALE,polo,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,16,1,missing,1,2,missing,72200
110,33,1000,1183.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,missing,2,3,NO,55200
290,47,1000,1393.34,0,MALE,bungie-jumping,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160
142,30,500,1412.76,0,MALE,basketball,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320
273,47,1000,1189.04,0,FEMALE,video-games,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,missing,39800
154,37,1000,2047.59,0,FEMALE,dancing,0,-67800,Single Vehicle Collision,Rear Collision,Minor Damage,Other,2,1,missing,0,3,NO,79530
284,43,500,1123.84,0,MALE,kayaking,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960
239,40,500,1463.95,0,FEMALE,skydiving,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,missing,0,0,YES,69740
269,41,500,1463.82,0,FEMALE,yachting,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,23,1,YES,0,0,missing,79300
59,40,2000,782.23,0,MALE,golf,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,missing,0,2,NO,51570
414,52,500,1335.13,0,FEMALE,chess,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,missing,54810
31,32,2000,1263.48,4000000,FEMALE,hiking,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,missing,2,0,missing,63600
223,40,500,1201.41,0,FEMALE,movies,88400,-46500,Multi-vehicle Collision,Side Collision,Major Damage,Police,7,3,YES,1,0,missing,70510
160,36,1000,1118.58,0,FEMALE,board-games,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700
150,37,1000,1007.0,0,FEMALE,board-games,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,missing,80080
458,62,2000,1356.92,5000000,MALE,base-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,missing,0,1,YES,46980
204,40,2000,1767.02,0,MALE,hiking,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200
111,27,500,1459.97,5000000,MALE,yachting,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850
1,29,500,854.58,0,FEMALE,paintball,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,missing,2,3,YES,86790
67,29,1000,1861.43,0,MALE,polo,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800
250,43,2000,1539.06,0,MALE,exercise,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,missing,64200
271,40,1000,1251.65,0,FEMALE,camping,71200,0,Parked Car,missing,Minor Damage,None,6,1,NO,0,0,NO,3080
269,44,2000,1081.08,0,MALE,reading,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,missing,56400
168,32,1000,1059.52,0,MALE,camping,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,missing,1,1,missing,57720
237,40,1000,883.31,0,MALE,kayaking,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,NO,77880
210,37,2000,1048.46,0,MALE,skydiving,59900,0,Vehicle Theft,missing,Trivial Damage,None,9,1,missing,1,2,missing,7080
87,27,500,1048.39,0,FEMALE,polo,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,missing,2,1,YES,34650
47,37,2000,1241.97,0,MALE,movies,75400,0,Parked Car,missing,Minor Damage,None,18,1,NO,1,0,NO,6700
253,41,1000,1435.09,0,FEMALE,bungie-jumping,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,missing,56610
398,55,500,862.19,0,MALE,movies,69400,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,2,3,missing,6600
3,29,500,995.7,5000000,FEMALE,chess,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,1,missing,5000
5,26,2000,1137.02,0,FEMALE,skydiving,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,missing,88110
155,35,1000,1088.34,0,FEMALE,yachting,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,29790
56,42,500,1339.39,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,missing,1,2,YES,61490
87,31,1000,1074.07,0,FEMALE,chess,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,3,NO,0,3,YES,60940
200,40,1000,1439.34,0,FEMALE,exercise,45300,-20400,Vehicle Theft,missing,Minor Damage,Police,9,1,missing,0,0,NO,3690
283,46,2000,1313.33,0,FEMALE,reading,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,missing,1,3,NO,77660
330,50,1000,978.46,0,FEMALE,yachting,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,19,1,YES,0,0,NO,49060
224,40,2000,1291.7,0,FEMALE,kayaking,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,YES,69840
219,40,500,1134.91,0,FEMALE,golf,68700,0,Vehicle Theft,missing,Trivial Damage,None,6,1,missing,1,0,NO,6400
103,29,500,914.85,0,MALE,base-jumping,72100,0,Parked Car,missing,Minor Damage,Police,5,1,NO,2,3,NO,7110
22,26,1000,1276.57,0,MALE,skydiving,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,YES,1,2,NO,78900
232,44,2000,1181.64,0,MALE,exercise,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,missing,1,1,YES,55400
398,55,2000,1305.26,0,MALE,skydiving,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,36740
5,21,500,915.41,5000000,FEMALE,sleeping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500
175,34,1000,1123.87,8000000,FEMALE,dancing,0,0,Vehicle Theft,missing,Trivial Damage,Police,5,1,missing,2,0,YES,7290
229,41,2000,1107.59,3000000,MALE,chess,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,62640
143,33,1000,1200.09,0,FEMALE,board-games,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,missing,2,2,missing,70400
183,38,500,1543.68,0,FEMALE,paintball,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920
230,43,2000,1221.14,0,MALE,board-games,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,missing,0,2,missing,75460
389,53,2000,791.47,0,MALE,chess,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,NO,1,2,NO,6300
210,38,500,999.52,0,MALE,golf,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,missing,1,2,NO,8640
215,42,500,1848.81,0,MALE,video-games,0,-49000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,20,3,YES,2,2,YES,68520
210,39,1000,984.45,0,MALE,paintball,0,0,Vehicle Theft,missing,Minor Damage,None,4,1,YES,1,2,missing,7800
115,30,500,1757.21,0,MALE,base-jumping,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140
191,38,2000,1253.44,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320
350,50,500,889.13,0,FEMALE,board-games,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190
101,33,1000,1313.64,0,FEMALE,board-games,12100,0,Parked Car,missing,Trivial Damage,None,3,1,YES,1,0,NO,4290
70,29,1000,1425.79,0,FEMALE,video-games,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,missing,69360
27,28,2000,1371.78,0,MALE,polo,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,10,3,missing,0,2,YES,53600
252,39,500,1312.22,9000000,MALE,cross-fit,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,missing,0,3,NO,59400
210,35,500,1433.24,0,FEMALE,yachting,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,missing,24570
218,41,500,914.22,0,MALE,golf,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590
4,34,500,1282.93,0,FEMALE,basketball,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,missing,0,0,missing,66880
121,34,500,1285.42,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300
286,47,500,1386.93,0,MALE,bungie-jumping,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800
156,32,500,1479.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690
254,41,500,1581.27,5000000,FEMALE,skydiving,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470
281,43,1000,1515.18,6000000,MALE,camping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,NO,1,0,NO,60190
260,43,500,982.22,0,FEMALE,skydiving,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,missing,1,0,missing,75400
247,39,500,806.31,0,FEMALE,dancing,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,3,missing,3300
217,41,2000,875.15,0,FEMALE,skydiving,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,missing,1,2,missing,37840
440,57,1000,995.55,5000000,MALE,paintball,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,missing,68200
147,37,1000,1306.78,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,missing,1,0,NO,81120
305,49,2000,1347.92,0,FEMALE,bungie-jumping,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,missing,66550
285,43,2000,1512.58,0,FEMALE,paintball,47600,0,Vehicle Theft,missing,Minor Damage,Police,7,1,missing,1,1,missing,2520
88,30,1000,1437.88,0,FEMALE,reading,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000
120,28,1000,1281.27,0,FEMALE,golf,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,missing,65500
440,55,500,1275.62,0,FEMALE,reading,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400
145,37,2000,1434.27,0,FEMALE,sleeping,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,missing,2,3,missing,55110
259,44,2000,1655.79,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820
235,40,500,1398.94,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300
330,47,2000,1133.27,0,FEMALE,chess,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,missing,0,2,YES,60500
335,50,1000,1538.26,6000000,MALE,yachting,62200,-31400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,12,3,YES,2,3,YES,34320
286,43,500,1564.43,3000000,FEMALE,movies,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,missing,2,2,YES,34290
146,31,1000,1457.65,5000000,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,missing,52380
178,38,500,1381.14,0,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200
12,24,1000,1143.95,0,FEMALE,paintball,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,missing,53370
215,38,500,1405.71,0,FEMALE,camping,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,missing,0,1,NO,70700
298,46,1000,1138.42,6000000,MALE,dancing,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,18,1,NO,2,3,YES,33550
280,41,2000,1140.31,0,MALE,exercise,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,missing,0,3,YES,53020
116,31,500,1194.83,0,FEMALE,camping,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200
165,35,500,900.02,6000000,MALE,camping,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700
1,33,500,903.32,0,FEMALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,missing,1,0,missing,31700
86,26,500,1382.88,7000000,MALE,cross-fit,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,missing,1,1,YES,81840
290,45,2000,1215.36,0,MALE,reading,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,missing,0,1,NO,66200
30,36,500,1488.26,0,FEMALE,golf,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,missing,57900
73,30,500,803.36,0,FEMALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,missing,0,0,YES,57000
303,46,1000,709.14,0,MALE,kayaking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890
228,40,500,1450.98,0,MALE,base-jumping,43700,0,Parked Car,missing,Trivial Damage,Police,20,1,missing,0,2,NO,6050
128,29,1000,1878.44,0,MALE,golf,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,missing,59070
108,33,2000,694.45,0,FEMALE,exercise,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,missing,0,1,YES,64350
147,37,1000,1439.9,6000000,FEMALE,video-games,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,53680
460,62,1000,1187.96,4000000,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,missing,47160
222,42,500,1124.6,0,MALE,hiking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,missing,51740
159,33,2000,1462.76,0,FEMALE,skydiving,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880
135,30,2000,1341.24,0,FEMALE,skydiving,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670
371,54,2000,1317.97,0,MALE,movies,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,missing,1,2,missing,32280
155,34,500,1706.79,0,MALE,dancing,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,1,1,NO,1,1,YES,77040
257,40,500,1379.93,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,missing,0,2,YES,51810
152,33,1000,840.81,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,missing,82610
328,48,500,1411.43,0,MALE,bungie-jumping,45100,-32800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,17,1,YES,2,1,NO,59400
195,38,2000,1294.93,6000000,MALE,video-games,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620
274,44,500,1395.58,0,FEMALE,reading,0,0,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,1,missing,5590
289,45,2000,1221.41,0,FEMALE,movies,46700,-72500,Vehicle Theft,missing,Trivial Damage,Police,9,1,NO,2,1,NO,2700
246,45,1000,1665.45,0,MALE,hiking,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9,3,missing,2,2,missing,53280
255,43,500,984.02,0,FEMALE,board-games,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,missing,2,2,missing,74700
149,34,500,664.86,0,FEMALE,skydiving,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,missing,0,1,NO,105040
231,43,2000,1331.69,0,FEMALE,reading,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,missing,1,2,NO,66950
280,45,1000,1397.67,0,MALE,camping,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,0,3,YES,1,2,NO,84720
212,35,2000,1123.89,0,MALE,video-games,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,missing,1,3,missing,50380
282,43,500,1452.27,0,MALE,video-games,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,46800
191,33,2000,1551.61,0,MALE,movies,45000,-30400,Vehicle Theft,missing,Minor Damage,None,3,1,YES,1,1,NO,2250
402,54,2000,1285.09,0,MALE,board-games,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,67770
236,39,1000,1151.39,4000000,FEMALE,reading,0,-63900,Parked Car,missing,Minor Damage,Police,17,1,YES,0,0,missing,8700
19,32,1000,1215.85,0,MALE,hiking,42900,-90200,Vehicle Theft,missing,Minor Damage,Police,8,1,YES,1,1,YES,7040
211,35,2000,1221.22,0,MALE,camping,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,2,1,YES,0,1,missing,52030
186,37,2000,1628.0,0,FEMALE,exercise,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600
330,48,1000,1625.65,0,MALE,skydiving,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,missing,59500
380,56,1000,1570.86,0,MALE,cross-fit,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,missing,0,1,YES,58160
96,29,1000,1274.7,5000000,MALE,hiking,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,55400
104,32,500,1158.03,0,MALE,kayaking,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,23,3,YES,1,3,YES,63570
13,21,1000,1556.31,0,MALE,golf,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930
237,43,500,911.53,0,FEMALE,basketball,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,NO,0,1,NO,59200
235,42,500,1253.12,4000000,FEMALE,dancing,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,missing,87010
195,36,2000,1346.18,0,FEMALE,camping,57800,-53300,Multi-vehicle Collision,Front Collision,Total Loss,Fire,14,3,YES,2,3,YES,68970
325,47,1000,1690.27,0,FEMALE,hiking,61500,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,11,1,YES,0,3,NO,72930
63,24,2000,1620.89,0,FEMALE,movies,0,0,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,0,NO,6120
163,36,1000,1503.21,0,MALE,cross-fit,55700,-49900,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390
435,58,2000,1145.85,0,MALE,movies,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,missing,1,1,YES,41490
158,33,1000,1744.64,3000000,MALE,movies,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400
