months_as_customer,age,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,policy_deductable_groups
75,27,1141.1,0,MALE,movies,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,missing,0,1,YES,71640,501-1000
410,54,714.03,0,MALE,board-games,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,1501-2000
152,33,1034.27,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,501-1000
34,34,1295.87,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,missing,1,0,NO,50800,0-500
150,31,1354.5,0,MALE,base-jumping,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,missing,0,3,YES,64800,501-1000
274,46,1372.18,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,missing,90600,501-1000
32,26,1260.32,6000000,MALE,polo,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,missing,1,2,missing,45500,1501-2000
41,26,1383.13,0,FEMALE,exercise,46700,0,Vehicle Theft,missing,Trivial Damage,Police,12,1,YES,1,1,missing,6890,501-1000
212,39,1255.35,0,FEMALE,skydiving,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,501-1000
61,29,1115.27,0,MALE,polo,0,-66000,Parked Car,missing,Trivial Damage,None,10,1,YES,2,1,YES,5900,501-1000
188,33,1340.24,0,MALE,chess,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,YES,1,0,missing,76010,501-1000
134,32,1000.06,0,FEMALE,base-jumping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,17,1,missing,1,0,missing,82720,501-1000
456,60,766.19,0,FEMALE,kayaking,0,0,Parked Car,missing,Minor Damage,Police,6,1,missing,0,3,missing,5060,501-1000
63,26,1500.04,6000000,MALE,polo,0,-36500,Vehicle Theft,missing,Minor Damage,Police,5,1,NO,0,2,YES,5160,0-500
356,47,1155.97,0,MALE,camping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,missing,61490,1501-2000
186,38,1347.31,0,FEMALE,dancing,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,missing,73800,1501-2000
283,43,1161.91,0,FEMALE,polo,0,-50400,Parked Car,missing,Minor Damage,None,9,1,missing,0,3,NO,5850,1501-2000
22,29,1238.62,6000000,MALE,yachting,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,14,1,missing,2,3,missing,70800,1501-2000
285,47,1216.68,0,FEMALE,basketball,55100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,NO,1,1,NO,2700,501-1000
233,43,954.18,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,missing,2,3,YES,42500,501-1000
232,42,944.03,0,MALE,kayaking,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,missing,77000,0-500
76,24,1622.67,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,missing,74700,501-1000
343,48,1451.54,3000000,MALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,13,4,NO,2,3,NO,65070,0-500
303,50,793.15,0,MALE,board-games,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,81960,0-500
194,39,823.17,0,MALE,paintball,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,missing,2,2,NO,61500,0-500
47,34,1161.31,0,FEMALE,base-jumping,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,missing,62920,0-500
294,44,1226.49,0,FEMALE,kayaking,53900,0,Vehicle Theft,missing,Trivial Damage,None,3,1,NO,0,1,NO,6100,501-1000
259,42,1170.53,0,FEMALE,sleeping,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,1501-2000
369,55,1589.54,0,MALE,camping,55400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,missing,2,0,YES,85300,1501-2000
275,40,1190.6,0,MALE,camping,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,missing,1,3,YES,43230,1501-2000
456,62,1395.77,0,FEMALE,chess,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,missing,1,3,NO,66480,501-1000
22,25,1053.24,0,FEMALE,movies,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130,1501-2000
325,46,1348.83,0,FEMALE,basketball,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,21,3,missing,1,2,YES,76120,0-500
91,27,1073.83,0,FEMALE,polo,0,0,Vehicle Theft,missing,Trivial Damage,None,4,1,missing,1,2,missing,7260,1501-2000
422,60,1555.52,0,FEMALE,hiking,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,501-1000
243,43,1307.74,0,FEMALE,board-games,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,missing,0,1,NO,37530,0-500
80,26,1343.0,0,MALE,camping,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,missing,0,0,NO,90400,501-1000
334,47,1238.89,0,MALE,sleeping,0,0,Vehicle Theft,missing,Minor Damage,None,3,1,missing,0,3,NO,6240,0-500
208,36,1153.49,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,YES,1,0,YES,50500,0-500
111,27,1363.77,4000000,FEMALE,exercise,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,2,3,NO,90970,0-500
97,28,830.31,0,MALE,video-games,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,missing,1,0,missing,45270,501-1000
107,31,1018.73,5000000,MALE,yachting,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,missing,93730,1501-2000
199,38,1281.25,0,FEMALE,movies,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,missing,0,2,NO,44440,501-1000
188,37,1457.21,0,FEMALE,hiking,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,missing,2,0,YES,45000,0-500
249,43,1518.46,0,FEMALE,cross-fit,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,16,1,missing,0,0,YES,53500,501-1000
166,34,1083.72,0,FEMALE,base-jumping,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,18,1,NO,0,2,YES,53680,501-1000
266,42,1093.83,4000000,MALE,board-games,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,missing,1,1,NO,53280,0-500
276,47,1724.09,0,MALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,missing,65780,501-1000
163,38,1453.92,0,FEMALE,yachting,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,missing,79500,1501-2000
78,27,1060.88,0,MALE,skydiving,0,-66500,Parked Car,missing,Trivial Damage,Police,4,1,NO,0,3,NO,6050,0-500
172,33,1459.96,6000000,FEMALE,reading,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,501-1000
264,43,1508.12,6000000,MALE,basketball,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,missing,2,1,NO,60750,0-500
126,34,1078.22,0,FEMALE,camping,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,1501-2000
112,30,1166.54,0,FEMALE,sleeping,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,3,1,YES,2,0,NO,107900,501-1000
298,45,1362.29,0,MALE,yachting,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,18,3,NO,0,0,NO,64000,501-1000
398,58,990.98,0,FEMALE,cross-fit,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,18,1,YES,2,1,missing,99320,0-500
128,32,768.91,0,FEMALE,chess,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,0,1,missing,1,0,NO,59800,1501-2000
26,39,770.76,0,MALE,sleeping,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,missing,49800,501-1000
81,25,920.3,5000000,FEMALE,hiking,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,11,3,missing,1,0,missing,73920,0-500
399,55,995.56,0,MALE,sleeping,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,88400,1501-2000
303,43,671.01,7000000,FEMALE,camping,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,missing,2,0,missing,60210,501-1000
385,51,976.37,0,FEMALE,reading,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,missing,1,3,missing,67600,501-1000
205,42,1387.7,4000000,FEMALE,skydiving,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,1501-2000
312,47,1212.07,0,FEMALE,polo,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,501-1000
289,43,1387.51,0,FEMALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,missing,68580,501-1000
156,38,1367.99,0,MALE,board-games,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,missing,0,3,missing,55200,0-500
282,46,1558.86,0,MALE,dancing,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,missing,2,2,NO,69400,1501-2000
227,38,976.67,0,FEMALE,polo,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,16,1,missing,1,2,missing,72200,0-500
110,33,1183.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,missing,2,3,NO,55200,501-1000
290,47,1393.34,0,MALE,bungie-jumping,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,501-1000
142,30,1412.76,0,MALE,basketball,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320,0-500
273,47,1189.04,0,FEMALE,video-games,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,missing,39800,501-1000
154,37,2047.59,0,FEMALE,dancing,0,-67800,Single Vehicle Collision,Rear Collision,Minor Damage,Other,2,1,missing,0,3,NO,79530,501-1000
284,43,1123.84,0,MALE,kayaking,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,0-500
239,40,1463.95,0,FEMALE,skydiving,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,missing,0,0,YES,69740,0-500
269,41,1463.82,0,FEMALE,yachting,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,23,1,YES,0,0,missing,79300,0-500
59,40,782.23,0,MALE,golf,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,missing,0,2,NO,51570,1501-2000
414,52,1335.13,0,FEMALE,chess,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,missing,54810,0-500
31,32,1263.48,4000000,FEMALE,hiking,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,missing,2,0,missing,63600,1501-2000
223,40,1201.41,0,FEMALE,movies,88400,-46500,Multi-vehicle Collision,Side Collision,Major Damage,Police,7,3,YES,1,0,missing,70510,0-500
160,36,1118.58,0,FEMALE,board-games,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,501-1000
150,37,1007.0,0,FEMALE,board-games,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,missing,80080,501-1000
458,62,1356.92,5000000,MALE,base-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,missing,0,1,YES,46980,1501-2000
204,40,1767.02,0,MALE,hiking,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,1501-2000
111,27,1459.97,5000000,MALE,yachting,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850,0-500
1,29,854.58,0,FEMALE,paintball,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,missing,2,3,YES,86790,0-500
67,29,1861.43,0,MALE,polo,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,501-1000
250,43,1539.06,0,MALE,exercise,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,missing,64200,1501-2000
271,40,1251.65,0,FEMALE,camping,71200,0,Parked Car,missing,Minor Damage,None,6,1,NO,0,0,NO,3080,501-1000
269,44,1081.08,0,MALE,reading,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,missing,56400,1501-2000
168,32,1059.52,0,MALE,camping,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,missing,1,1,missing,57720,501-1000
237,40,883.31,0,MALE,kayaking,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,NO,77880,501-1000
210,37,1048.46,0,MALE,skydiving,59900,0,Vehicle Theft,missing,Trivial Damage,None,9,1,missing,1,2,missing,7080,1501-2000
87,27,1048.39,0,FEMALE,polo,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,missing,2,1,YES,34650,0-500
47,37,1241.97,0,MALE,movies,75400,0,Parked Car,missing,Minor Damage,None,18,1,NO,1,0,NO,6700,1501-2000
253,41,1435.09,0,FEMALE,bungie-jumping,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,missing,56610,501-1000
398,55,862.19,0,MALE,movies,69400,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,2,3,missing,6600,0-500
3,29,995.7,5000000,FEMALE,chess,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,1,missing,5000,0-500
5,26,1137.02,0,FEMALE,skydiving,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,missing,88110,1501-2000
155,35,1088.34,0,FEMALE,yachting,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,29790,501-1000
56,42,1339.39,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,missing,1,2,YES,61490,0-500
87,31,1074.07,0,FEMALE,chess,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,3,NO,0,3,YES,60940,501-1000
200,40,1439.34,0,FEMALE,exercise,45300,-20400,Vehicle Theft,missing,Minor Damage,Police,9,1,missing,0,0,NO,3690,501-1000
283,46,1313.33,0,FEMALE,reading,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,missing,1,3,NO,77660,1501-2000
330,50,978.46,0,FEMALE,yachting,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,19,1,YES,0,0,NO,49060,501-1000
224,40,1291.7,0,FEMALE,kayaking,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,YES,69840,1501-2000
219,40,1134.91,0,FEMALE,golf,68700,0,Vehicle Theft,missing,Trivial Damage,None,6,1,missing,1,0,NO,6400,0-500
103,29,914.85,0,MALE,base-jumping,72100,0,Parked Car,missing,Minor Damage,Police,5,1,NO,2,3,NO,7110,0-500
22,26,1276.57,0,MALE,skydiving,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,YES,1,2,NO,78900,501-1000
232,44,1181.64,0,MALE,exercise,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,missing,1,1,YES,55400,1501-2000
398,55,1305.26,0,MALE,skydiving,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,36740,1501-2000
5,21,915.41,5000000,FEMALE,sleeping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,0-500
175,34,1123.87,8000000,FEMALE,dancing,0,0,Vehicle Theft,missing,Trivial Damage,Police,5,1,missing,2,0,YES,7290,501-1000
229,41,1107.59,3000000,MALE,chess,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,62640,1501-2000
143,33,1200.09,0,FEMALE,board-games,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,missing,2,2,missing,70400,501-1000
183,38,1543.68,0,FEMALE,paintball,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,0-500
230,43,1221.14,0,MALE,board-games,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,missing,0,2,missing,75460,1501-2000
389,53,791.47,0,MALE,chess,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,NO,1,2,NO,6300,1501-2000
210,38,999.52,0,MALE,golf,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,missing,1,2,NO,8640,0-500
215,42,1848.81,0,MALE,video-games,0,-49000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,20,3,YES,2,2,YES,68520,0-500
210,39,984.45,0,MALE,paintball,0,0,Vehicle Theft,missing,Minor Damage,None,4,1,YES,1,2,missing,7800,501-1000
115,30,1757.21,0,MALE,base-jumping,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140,0-500
191,38,1253.44,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,1501-2000
350,50,889.13,0,FEMALE,board-games,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190,0-500
101,33,1313.64,0,FEMALE,board-games,12100,0,Parked Car,missing,Trivial Damage,None,3,1,YES,1,0,NO,4290,501-1000
70,29,1425.79,0,FEMALE,video-games,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,missing,69360,501-1000
27,28,1371.78,0,MALE,polo,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,10,3,missing,0,2,YES,53600,1501-2000
252,39,1312.22,9000000,MALE,cross-fit,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,missing,0,3,NO,59400,0-500
210,35,1433.24,0,FEMALE,yachting,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,missing,24570,0-500
218,41,914.22,0,MALE,golf,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,0-500
4,34,1282.93,0,FEMALE,basketball,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,missing,0,0,missing,66880,0-500
121,34,1285.42,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300,0-500
286,47,1386.93,0,MALE,bungie-jumping,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,0-500
156,32,1479.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,0-500
254,41,1581.27,5000000,FEMALE,skydiving,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,0-500
281,43,1515.18,6000000,MALE,camping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,NO,1,0,NO,60190,501-1000
260,43,982.22,0,FEMALE,skydiving,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,missing,1,0,missing,75400,0-500
247,39,806.31,0,FEMALE,dancing,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,3,missing,3300,0-500
217,41,875.15,0,FEMALE,skydiving,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,missing,1,2,missing,37840,1501-2000
440,57,995.55,5000000,MALE,paintball,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,missing,68200,501-1000
147,37,1306.78,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,missing,1,0,NO,81120,501-1000
305,49,1347.92,0,FEMALE,bungie-jumping,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,missing,66550,1501-2000
285,43,1512.58,0,FEMALE,paintball,47600,0,Vehicle Theft,missing,Minor Damage,Police,7,1,missing,1,1,missing,2520,1501-2000
88,30,1437.88,0,FEMALE,reading,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000,501-1000
120,28,1281.27,0,FEMALE,golf,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,missing,65500,501-1000
440,55,1275.62,0,FEMALE,reading,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,0-500
145,37,1434.27,0,FEMALE,sleeping,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,missing,2,3,missing,55110,1501-2000
259,44,1655.79,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,1501-2000
235,40,1398.94,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,0-500
330,47,1133.27,0,FEMALE,chess,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,missing,0,2,YES,60500,1501-2000
335,50,1538.26,6000000,MALE,yachting,62200,-31400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,12,3,YES,2,3,YES,34320,501-1000
286,43,1564.43,3000000,FEMALE,movies,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,missing,2,2,YES,34290,0-500
146,31,1457.65,5000000,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,missing,52380,501-1000
178,38,1381.14,0,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,0-500
12,24,1143.95,0,FEMALE,paintball,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,missing,53370,501-1000
215,38,1405.71,0,FEMALE,camping,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,missing,0,1,NO,70700,0-500
298,46,1138.42,6000000,MALE,dancing,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,18,1,NO,2,3,YES,33550,501-1000
280,41,1140.31,0,MALE,exercise,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,missing,0,3,YES,53020,1501-2000
116,31,1194.83,0,FEMALE,camping,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,0-500
165,35,900.02,6000000,MALE,camping,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,0-500
1,33,903.32,0,FEMALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,missing,1,0,missing,31700,0-500
86,26,1382.88,7000000,MALE,cross-fit,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,missing,1,1,YES,81840,0-500
290,45,1215.36,0,MALE,reading,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,missing,0,1,NO,66200,1501-2000
30,36,1488.26,0,FEMALE,golf,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,missing,57900,0-500
73,30,803.36,0,FEMALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,missing,0,0,YES,57000,0-500
303,46,709.14,0,MALE,kayaking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,501-1000
228,40,1450.98,0,MALE,base-jumping,43700,0,Parked Car,missing,Trivial Damage,Police,20,1,missing,0,2,NO,6050,0-500
128,29,1878.44,0,MALE,golf,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,missing,59070,501-1000
108,33,694.45,0,FEMALE,exercise,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,missing,0,1,YES,64350,1501-2000
147,37,1439.9,6000000,FEMALE,video-games,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,53680,501-1000
460,62,1187.96,4000000,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,missing,47160,501-1000
222,42,1124.6,0,MALE,hiking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,missing,51740,0-500
159,33,1462.76,0,FEMALE,skydiving,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880,1501-2000
135,30,1341.24,0,FEMALE,skydiving,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,1501-2000
371,54,1317.97,0,MALE,movies,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,missing,1,2,missing,32280,1501-2000
155,34,1706.79,0,MALE,dancing,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,1,1,NO,1,1,YES,77040,0-500
257,40,1379.93,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,missing,0,2,YES,51810,0-500
152,33,840.81,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,missing,82610,501-1000
328,48,1411.43,0,MALE,bungie-jumping,45100,-32800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,17,1,YES,2,1,NO,59400,0-500
195,38,1294.93,6000000,MALE,video-games,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,1501-2000
274,44,1395.58,0,FEMALE,reading,0,0,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,1,missing,5590,0-500
289,45,1221.41,0,FEMALE,movies,46700,-72500,Vehicle Theft,missing,Trivial Damage,Police,9,1,NO,2,1,NO,2700,1501-2000
246,45,1665.45,0,MALE,hiking,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9,3,missing,2,2,missing,53280,501-1000
255,43,984.02,0,FEMALE,board-games,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,missing,2,2,missing,74700,0-500
149,34,664.86,0,FEMALE,skydiving,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,missing,0,1,NO,105040,0-500
