months_as_customer,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,policy_deductable_groups,age_groups,policy_annual_premium_groups
410,0,MALE,board-games,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,1501-2000,51-55,low
152,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,501-1000,31-35,medium
34,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,missing,1,0,NO,50800,0-500,31-35,medium
150,0,MALE,base-jumping,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,missing,0,3,YES,64800,501-1000,31-35,medium
274,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,missing,90600,501-1000,46-50,medium
32,6000000,MALE,polo,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,missing,1,2,missing,45500,1501-2000,26-30,medium
41,0,FEMALE,exercise,46700,0,Vehicle Theft,missing,Trivial Damage,Police,12,1,YES,1,1,missing,6890,501-1000,26-30,medium
212,0,FEMALE,skydiving,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,501-1000,36-40,medium
61,0,MALE,polo,0,-66000,Parked Car,missing,Trivial Damage,None,10,1,YES,2,1,YES,5900,501-1000,26-30,medium
188,0,MALE,chess,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,YES,1,0,missing,76010,501-1000,31-35,medium
134,0,FEMALE,base-jumping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,17,1,missing,1,0,missing,82720,501-1000,31-35,medium
456,0,FEMALE,kayaking,0,0,Parked Car,missing,Minor Damage,Police,6,1,missing,0,3,missing,5060,501-1000,56-60,low
63,6000000,MALE,polo,0,-36500,Vehicle Theft,missing,Minor Damage,Police,5,1,NO,0,2,YES,5160,0-500,26-30,high
356,0,MALE,camping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,missing,61490,1501-2000,46-50,medium
186,0,FEMALE,dancing,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,missing,73800,1501-2000,36-40,medium
283,0,FEMALE,polo,0,-50400,Parked Car,missing,Minor Damage,None,9,1,missing,0,3,NO,5850,1501-2000,41-45,medium
22,6000000,MALE,yachting,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,14,1,missing,2,3,missing,70800,1501-2000,26-30,medium
285,0,FEMALE,basketball,55100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,NO,1,1,NO,2700,501-1000,46-50,medium
233,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,missing,2,3,YES,42500,501-1000,41-45,low
232,0,MALE,kayaking,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,missing,77000,0-500,41-45,low
76,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,missing,74700,501-1000,21-25,high
343,3000000,MALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,13,4,NO,2,3,NO,65070,0-500,46-50,medium
303,0,MALE,board-games,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,81960,0-500,46-50,low
194,0,MALE,paintball,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,missing,2,2,NO,61500,0-500,36-40,low
47,0,FEMALE,base-jumping,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,missing,62920,0-500,31-35,medium
294,0,FEMALE,kayaking,53900,0,Vehicle Theft,missing,Trivial Damage,None,3,1,NO,0,1,NO,6100,501-1000,41-45,medium
259,0,FEMALE,sleeping,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,1501-2000,41-45,medium
369,0,MALE,camping,55400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,missing,2,0,YES,85300,1501-2000,51-55,high
275,0,MALE,camping,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,missing,1,3,YES,43230,1501-2000,36-40,medium
456,0,FEMALE,chess,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,missing,1,3,NO,66480,501-1000,61-65,medium
22,0,FEMALE,movies,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130,1501-2000,21-25,medium
325,0,FEMALE,basketball,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,21,3,missing,1,2,YES,76120,0-500,46-50,medium
91,0,FEMALE,polo,0,0,Vehicle Theft,missing,Trivial Damage,None,4,1,missing,1,2,missing,7260,1501-2000,26-30,medium
422,0,FEMALE,hiking,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,501-1000,56-60,high
243,0,FEMALE,board-games,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,missing,0,1,NO,37530,0-500,41-45,medium
80,0,MALE,camping,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,missing,0,0,NO,90400,501-1000,26-30,medium
334,0,MALE,sleeping,0,0,Vehicle Theft,missing,Minor Damage,None,3,1,missing,0,3,NO,6240,0-500,46-50,medium
208,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,YES,1,0,YES,50500,0-500,36-40,medium
111,4000000,FEMALE,exercise,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,2,3,NO,90970,0-500,26-30,medium
97,0,MALE,video-games,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,missing,1,0,missing,45270,501-1000,26-30,low
107,5000000,MALE,yachting,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,missing,93730,1501-2000,31-35,medium
199,0,FEMALE,movies,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,missing,0,2,NO,44440,501-1000,36-40,medium
188,0,FEMALE,hiking,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,missing,2,0,YES,45000,0-500,36-40,medium
249,0,FEMALE,cross-fit,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,16,1,missing,0,0,YES,53500,501-1000,41-45,high
166,0,FEMALE,base-jumping,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,18,1,NO,0,2,YES,53680,501-1000,31-35,medium
266,4000000,MALE,board-games,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,missing,1,1,NO,53280,0-500,41-45,medium
276,0,MALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,missing,65780,501-1000,46-50,high
163,0,FEMALE,yachting,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,missing,79500,1501-2000,36-40,medium
78,0,MALE,skydiving,0,-66500,Parked Car,missing,Trivial Damage,Police,4,1,NO,0,3,NO,6050,0-500,26-30,medium
172,6000000,FEMALE,reading,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,501-1000,31-35,medium
264,6000000,MALE,basketball,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,missing,2,1,NO,60750,0-500,41-45,high
126,0,FEMALE,camping,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,1501-2000,31-35,medium
112,0,FEMALE,sleeping,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,3,1,YES,2,0,NO,107900,501-1000,26-30,medium
298,0,MALE,yachting,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,18,3,NO,0,0,NO,64000,501-1000,41-45,medium
398,0,FEMALE,cross-fit,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,18,1,YES,2,1,missing,99320,0-500,56-60,low
128,0,FEMALE,chess,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,0,1,missing,1,0,NO,59800,1501-2000,31-35,low
26,0,MALE,sleeping,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,missing,49800,501-1000,36-40,low
81,5000000,FEMALE,hiking,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,11,3,missing,1,0,missing,73920,0-500,21-25,low
399,0,MALE,sleeping,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,88400,1501-2000,51-55,low
303,7000000,FEMALE,camping,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,missing,2,0,missing,60210,501-1000,41-45,low
385,0,FEMALE,reading,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,missing,1,3,missing,67600,501-1000,51-55,low
205,4000000,FEMALE,skydiving,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,1501-2000,41-45,medium
312,0,FEMALE,polo,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,501-1000,46-50,medium
289,0,FEMALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,missing,68580,501-1000,41-45,medium
156,0,MALE,board-games,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,missing,0,3,missing,55200,0-500,36-40,medium
282,0,MALE,dancing,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,missing,2,2,NO,69400,1501-2000,46-50,high
227,0,FEMALE,polo,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,16,1,missing,1,2,missing,72200,0-500,36-40,low
110,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,missing,2,3,NO,55200,501-1000,31-35,medium
290,0,MALE,bungie-jumping,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,501-1000,46-50,medium
142,0,MALE,basketball,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320,0-500,26-30,medium
273,0,FEMALE,video-games,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,missing,39800,501-1000,46-50,medium
154,0,FEMALE,dancing,0,-67800,Single Vehicle Collision,Rear Collision,Minor Damage,Other,2,1,missing,0,3,NO,79530,501-1000,36-40,very high
284,0,MALE,kayaking,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,0-500,41-45,medium
239,0,FEMALE,skydiving,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,missing,0,0,YES,69740,0-500,36-40,medium
269,0,FEMALE,yachting,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,23,1,YES,0,0,missing,79300,0-500,41-45,medium
59,0,MALE,golf,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,missing,0,2,NO,51570,1501-2000,36-40,low
414,0,FEMALE,chess,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,missing,54810,0-500,51-55,medium
31,4000000,FEMALE,hiking,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,missing,2,0,missing,63600,1501-2000,31-35,medium
223,0,FEMALE,movies,88400,-46500,Multi-vehicle Collision,Side Collision,Major Damage,Police,7,3,YES,1,0,missing,70510,0-500,36-40,medium
160,0,FEMALE,board-games,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,501-1000,36-40,medium
150,0,FEMALE,board-games,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,missing,80080,501-1000,36-40,medium
458,5000000,MALE,base-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,missing,0,1,YES,46980,1501-2000,61-65,medium
204,0,MALE,hiking,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,1501-2000,36-40,high
111,5000000,MALE,yachting,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850,0-500,26-30,medium
1,0,FEMALE,paintball,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,missing,2,3,YES,86790,0-500,26-30,low
67,0,MALE,polo,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,501-1000,26-30,high
250,0,MALE,exercise,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,missing,64200,1501-2000,41-45,high
271,0,FEMALE,camping,71200,0,Parked Car,missing,Minor Damage,None,6,1,NO,0,0,NO,3080,501-1000,36-40,medium
269,0,MALE,reading,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,missing,56400,1501-2000,41-45,medium
168,0,MALE,camping,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,missing,1,1,missing,57720,501-1000,31-35,medium
237,0,MALE,kayaking,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,NO,77880,501-1000,36-40,low
210,0,MALE,skydiving,59900,0,Vehicle Theft,missing,Trivial Damage,None,9,1,missing,1,2,missing,7080,1501-2000,36-40,medium
87,0,FEMALE,polo,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,missing,2,1,YES,34650,0-500,26-30,medium
47,0,MALE,movies,75400,0,Parked Car,missing,Minor Damage,None,18,1,NO,1,0,NO,6700,1501-2000,36-40,medium
253,0,FEMALE,bungie-jumping,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,missing,56610,501-1000,41-45,medium
398,0,MALE,movies,69400,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,2,3,missing,6600,0-500,51-55,low
3,5000000,FEMALE,chess,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,1,missing,5000,0-500,26-30,low
5,0,FEMALE,skydiving,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,missing,88110,1501-2000,26-30,medium
155,0,FEMALE,yachting,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,29790,501-1000,31-35,medium
56,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,missing,1,2,YES,61490,0-500,41-45,medium
87,0,FEMALE,chess,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,3,NO,0,3,YES,60940,501-1000,31-35,medium
200,0,FEMALE,exercise,45300,-20400,Vehicle Theft,missing,Minor Damage,Police,9,1,missing,0,0,NO,3690,501-1000,36-40,medium
283,0,FEMALE,reading,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,missing,1,3,NO,77660,1501-2000,46-50,medium
330,0,FEMALE,yachting,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,19,1,YES,0,0,NO,49060,501-1000,46-50,low
224,0,FEMALE,kayaking,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,YES,69840,1501-2000,36-40,medium
219,0,FEMALE,golf,68700,0,Vehicle Theft,missing,Trivial Damage,None,6,1,missing,1,0,NO,6400,0-500,36-40,medium
103,0,MALE,base-jumping,72100,0,Parked Car,missing,Minor Damage,Police,5,1,NO,2,3,NO,7110,0-500,26-30,low
22,0,MALE,skydiving,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,YES,1,2,NO,78900,501-1000,26-30,medium
232,0,MALE,exercise,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,missing,1,1,YES,55400,1501-2000,41-45,medium
398,0,MALE,skydiving,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,36740,1501-2000,51-55,medium
5,5000000,FEMALE,sleeping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,0-500,21-25,low
175,8000000,FEMALE,dancing,0,0,Vehicle Theft,missing,Trivial Damage,Police,5,1,missing,2,0,YES,7290,501-1000,31-35,medium
229,3000000,MALE,chess,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,62640,1501-2000,41-45,medium
143,0,FEMALE,board-games,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,missing,2,2,missing,70400,501-1000,31-35,medium
183,0,FEMALE,paintball,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,0-500,36-40,high
230,0,MALE,board-games,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,missing,0,2,missing,75460,1501-2000,41-45,medium
389,0,MALE,chess,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,NO,1,2,NO,6300,1501-2000,51-55,low
210,0,MALE,golf,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,missing,1,2,NO,8640,0-500,36-40,low
215,0,MALE,video-games,0,-49000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,20,3,YES,2,2,YES,68520,0-500,41-45,high
210,0,MALE,paintball,0,0,Vehicle Theft,missing,Minor Damage,None,4,1,YES,1,2,missing,7800,501-1000,36-40,low
115,0,MALE,base-jumping,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140,0-500,26-30,high
191,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,1501-2000,36-40,medium
350,0,FEMALE,board-games,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190,0-500,46-50,low
101,0,FEMALE,board-games,12100,0,Parked Car,missing,Trivial Damage,None,3,1,YES,1,0,NO,4290,501-1000,31-35,medium
70,0,FEMALE,video-games,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,missing,69360,501-1000,26-30,medium
27,0,MALE,polo,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,10,3,missing,0,2,YES,53600,1501-2000,26-30,medium
252,9000000,MALE,cross-fit,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,missing,0,3,NO,59400,0-500,36-40,medium
210,0,FEMALE,yachting,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,missing,24570,0-500,31-35,medium
218,0,MALE,golf,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,0-500,41-45,low
4,0,FEMALE,basketball,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,missing,0,0,missing,66880,0-500,31-35,medium
121,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300,0-500,31-35,medium
286,0,MALE,bungie-jumping,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,0-500,46-50,medium
156,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,0-500,31-35,medium
254,5000000,FEMALE,skydiving,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,0-500,41-45,high
281,6000000,MALE,camping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,NO,1,0,NO,60190,501-1000,41-45,high
260,0,FEMALE,skydiving,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,missing,1,0,missing,75400,0-500,41-45,low
247,0,FEMALE,dancing,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,3,missing,3300,0-500,36-40,low
217,0,FEMALE,skydiving,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,missing,1,2,missing,37840,1501-2000,41-45,low
440,5000000,MALE,paintball,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,missing,68200,501-1000,56-60,low
147,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,missing,1,0,NO,81120,501-1000,36-40,medium
305,0,FEMALE,bungie-jumping,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,missing,66550,1501-2000,46-50,medium
285,0,FEMALE,paintball,47600,0,Vehicle Theft,missing,Minor Damage,Police,7,1,missing,1,1,missing,2520,1501-2000,41-45,high
88,0,FEMALE,reading,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000,501-1000,26-30,medium
120,0,FEMALE,golf,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,missing,65500,501-1000,26-30,medium
440,0,FEMALE,reading,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,0-500,51-55,medium
145,0,FEMALE,sleeping,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,missing,2,3,missing,55110,1501-2000,36-40,medium
259,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,1501-2000,41-45,high
235,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,0-500,36-40,medium
330,0,FEMALE,chess,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,missing,0,2,YES,60500,1501-2000,46-50,medium
335,6000000,MALE,yachting,62200,-31400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,12,3,YES,2,3,YES,34320,501-1000,46-50,high
286,3000000,FEMALE,movies,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,missing,2,2,YES,34290,0-500,41-45,high
146,5000000,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,missing,52380,501-1000,31-35,medium
178,0,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,0-500,36-40,medium
12,0,FEMALE,paintball,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,missing,53370,501-1000,21-25,medium
215,0,FEMALE,camping,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,missing,0,1,NO,70700,0-500,36-40,medium
298,6000000,MALE,dancing,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,18,1,NO,2,3,YES,33550,501-1000,46-50,medium
280,0,MALE,exercise,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,missing,0,3,YES,53020,1501-2000,41-45,medium
116,0,FEMALE,camping,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,0-500,31-35,medium
165,6000000,MALE,camping,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,0-500,31-35,low
1,0,FEMALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,missing,1,0,missing,31700,0-500,31-35,low
86,7000000,MALE,cross-fit,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,missing,1,1,YES,81840,0-500,26-30,medium
290,0,MALE,reading,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,missing,0,1,NO,66200,1501-2000,41-45,medium
30,0,FEMALE,golf,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,missing,57900,0-500,36-40,medium
73,0,FEMALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,missing,0,0,YES,57000,0-500,26-30,low
303,0,MALE,kayaking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,501-1000,46-50,low
228,0,MALE,base-jumping,43700,0,Parked Car,missing,Trivial Damage,Police,20,1,missing,0,2,NO,6050,0-500,36-40,medium
128,0,MALE,golf,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,missing,59070,501-1000,26-30,high
108,0,FEMALE,exercise,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,missing,0,1,YES,64350,1501-2000,31-35,low
147,6000000,FEMALE,video-games,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,53680,501-1000,36-40,medium
460,4000000,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,missing,47160,501-1000,61-65,medium
222,0,MALE,hiking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,missing,51740,0-500,41-45,medium
159,0,FEMALE,skydiving,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880,1501-2000,31-35,medium
135,0,FEMALE,skydiving,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,1501-2000,26-30,medium
371,0,MALE,movies,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,missing,1,2,missing,32280,1501-2000,51-55,medium
155,0,MALE,dancing,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,1,1,NO,1,1,YES,77040,0-500,31-35,high
257,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,missing,0,2,YES,51810,0-500,36-40,medium
152,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,missing,82610,501-1000,31-35,low
328,0,MALE,bungie-jumping,45100,-32800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,17,1,YES,2,1,NO,59400,0-500,46-50,medium
195,6000000,MALE,video-games,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,1501-2000,36-40,medium
274,0,FEMALE,reading,0,0,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,1,missing,5590,0-500,41-45,medium
289,0,FEMALE,movies,46700,-72500,Vehicle Theft,missing,Trivial Damage,Police,9,1,NO,2,1,NO,2700,1501-2000,41-45,medium
246,0,MALE,hiking,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9,3,missing,2,2,missing,53280,501-1000,41-45,high
255,0,FEMALE,board-games,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,missing,2,2,missing,74700,0-500,41-45,low
149,0,FEMALE,skydiving,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,missing,0,1,NO,105040,0-500,31-35,low
231,0,FEMALE,reading,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,missing,1,2,NO,66950,1501-2000,41-45,medium
