months_as_customer,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,policy_deductable_groups,age_groups
112,1238.92,0,MALE,base-jumping,57800,-53700,Parked Car,missing,Trivial Damage,None,4,1,missing,0,2,missing,5060,501-1000,31-35
267,1300.68,0,MALE,sleeping,49000,0,Parked Car,missing,Minor Damage,None,0,1,NO,1,3,YES,1920,0-500,41-45
165,1399.26,0,FEMALE,exercise,70500,0,Parked Car,missing,Minor Damage,Police,9,1,missing,2,0,missing,3960,0-500,31-35
253,719.52,0,FEMALE,golf,45800,0,Parked Car,missing,Trivial Damage,None,9,1,NO,0,3,missing,5400,1501-2000,41-45
228,1197.22,5000000,MALE,reading,0,0,Vehicle Theft,missing,Minor Damage,Police,8,1,missing,0,0,missing,5070,1501-2000,41-45
198,1576.41,0,MALE,kayaking,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,95000,501-1000,31-35
138,1093.07,4000000,FEMALE,reading,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,missing,2,2,NO,83160,0-500,26-30
16,1358.03,0,MALE,chess,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,missing,55000,501-1000,31-35
165,1247.87,0,MALE,golf,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,1501-2000,36-40
150,1677.26,0,MALE,yachting,40100,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,YES,1,3,YES,4590,501-1000,26-30
84,1117.17,0,FEMALE,video-games,0,-29900,Parked Car,missing,Trivial Damage,Police,6,1,YES,2,0,YES,6820,501-1000,26-30
119,1079.92,0,MALE,hiking,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,1,1,missing,0,1,YES,53600,1501-2000,26-30
277,1412.31,0,MALE,board-games,0,0,Vehicle Theft,missing,Trivial Damage,Police,6,1,NO,1,3,NO,5000,0-500,41-45
66,484.67,0,FEMALE,paintball,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,missing,0,2,YES,65560,0-500,26-30
194,1203.81,0,MALE,video-games,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,missing,0,2,missing,95900,0-500,41-45
75,1141.1,0,MALE,movies,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,missing,0,1,YES,71640,501-1000,26-30
410,714.03,0,MALE,board-games,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,1501-2000,51-55
152,1034.27,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,501-1000,31-35
34,1295.87,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,missing,1,0,NO,50800,0-500,31-35
150,1354.5,0,MALE,base-jumping,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,missing,0,3,YES,64800,501-1000,31-35
274,1372.18,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,missing,90600,501-1000,46-50
32,1260.32,6000000,MALE,polo,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,missing,1,2,missing,45500,1501-2000,26-30
41,1383.13,0,FEMALE,exercise,46700,0,Vehicle Theft,missing,Trivial Damage,Police,12,1,YES,1,1,missing,6890,501-1000,26-30
212,1255.35,0,FEMALE,skydiving,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,501-1000,36-40
61,1115.27,0,MALE,polo,0,-66000,Parked Car,missing,Trivial Damage,None,10,1,YES,2,1,YES,5900,501-1000,26-30
188,1340.24,0,MALE,chess,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,YES,1,0,missing,76010,501-1000,31-35
134,1000.06,0,FEMALE,base-jumping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,17,1,missing,1,0,missing,82720,501-1000,31-35
456,766.19,0,FEMALE,kayaking,0,0,Parked Car,missing,Minor Damage,Police,6,1,missing,0,3,missing,5060,501-1000,56-60
63,1500.04,6000000,MALE,polo,0,-36500,Vehicle Theft,missing,Minor Damage,Police,5,1,NO,0,2,YES,5160,0-500,26-30
356,1155.97,0,MALE,camping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,missing,61490,1501-2000,46-50
186,1347.31,0,FEMALE,dancing,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,missing,73800,1501-2000,36-40
283,1161.91,0,FEMALE,polo,0,-50400,Parked Car,missing,Minor Damage,None,9,1,missing,0,3,NO,5850,1501-2000,41-45
22,1238.62,6000000,MALE,yachting,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,14,1,missing,2,3,missing,70800,1501-2000,26-30
285,1216.68,0,FEMALE,basketball,55100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,NO,1,1,NO,2700,501-1000,46-50
233,954.18,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,missing,2,3,YES,42500,501-1000,41-45
232,944.03,0,MALE,kayaking,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,missing,77000,0-500,41-45
76,1622.67,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,missing,74700,501-1000,21-25
343,1451.54,3000000,MALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,13,4,NO,2,3,NO,65070,0-500,46-50
303,793.15,0,MALE,board-games,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,81960,0-500,46-50
194,823.17,0,MALE,paintball,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,missing,2,2,NO,61500,0-500,36-40
47,1161.31,0,FEMALE,base-jumping,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,missing,62920,0-500,31-35
294,1226.49,0,FEMALE,kayaking,53900,0,Vehicle Theft,missing,Trivial Damage,None,3,1,NO,0,1,NO,6100,501-1000,41-45
259,1170.53,0,FEMALE,sleeping,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,1501-2000,41-45
369,1589.54,0,MALE,camping,55400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,missing,2,0,YES,85300,1501-2000,51-55
275,1190.6,0,MALE,camping,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,missing,1,3,YES,43230,1501-2000,36-40
456,1395.77,0,FEMALE,chess,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,missing,1,3,NO,66480,501-1000,61-65
22,1053.24,0,FEMALE,movies,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130,1501-2000,21-25
325,1348.83,0,FEMALE,basketball,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,21,3,missing,1,2,YES,76120,0-500,46-50
91,1073.83,0,FEMALE,polo,0,0,Vehicle Theft,missing,Trivial Damage,None,4,1,missing,1,2,missing,7260,1501-2000,26-30
422,1555.52,0,FEMALE,hiking,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,501-1000,56-60
243,1307.74,0,FEMALE,board-games,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,missing,0,1,NO,37530,0-500,41-45
80,1343.0,0,MALE,camping,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,missing,0,0,NO,90400,501-1000,26-30
334,1238.89,0,MALE,sleeping,0,0,Vehicle Theft,missing,Minor Damage,None,3,1,missing,0,3,NO,6240,0-500,46-50
208,1153.49,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,YES,1,0,YES,50500,0-500,36-40
111,1363.77,4000000,FEMALE,exercise,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,2,3,NO,90970,0-500,26-30
97,830.31,0,MALE,video-games,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,missing,1,0,missing,45270,501-1000,26-30
107,1018.73,5000000,MALE,yachting,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,missing,93730,1501-2000,31-35
199,1281.25,0,FEMALE,movies,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,missing,0,2,NO,44440,501-1000,36-40
188,1457.21,0,FEMALE,hiking,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,missing,2,0,YES,45000,0-500,36-40
249,1518.46,0,FEMALE,cross-fit,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,16,1,missing,0,0,YES,53500,501-1000,41-45
166,1083.72,0,FEMALE,base-jumping,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,18,1,NO,0,2,YES,53680,501-1000,31-35
266,1093.83,4000000,MALE,board-games,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,missing,1,1,NO,53280,0-500,41-45
276,1724.09,0,MALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,missing,65780,501-1000,46-50
163,1453.92,0,FEMALE,yachting,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,missing,79500,1501-2000,36-40
78,1060.88,0,MALE,skydiving,0,-66500,Parked Car,missing,Trivial Damage,Police,4,1,NO,0,3,NO,6050,0-500,26-30
172,1459.96,6000000,FEMALE,reading,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,501-1000,31-35
264,1508.12,6000000,MALE,basketball,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,missing,2,1,NO,60750,0-500,41-45
126,1078.22,0,FEMALE,camping,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,1501-2000,31-35
112,1166.54,0,FEMALE,sleeping,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,3,1,YES,2,0,NO,107900,501-1000,26-30
298,1362.29,0,MALE,yachting,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,18,3,NO,0,0,NO,64000,501-1000,41-45
398,990.98,0,FEMALE,cross-fit,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,18,1,YES,2,1,missing,99320,0-500,56-60
128,768.91,0,FEMALE,chess,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,0,1,missing,1,0,NO,59800,1501-2000,31-35
26,770.76,0,MALE,sleeping,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,missing,49800,501-1000,36-40
81,920.3,5000000,FEMALE,hiking,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,11,3,missing,1,0,missing,73920,0-500,21-25
399,995.56,0,MALE,sleeping,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,88400,1501-2000,51-55
303,671.01,7000000,FEMALE,camping,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,missing,2,0,missing,60210,501-1000,41-45
385,976.37,0,FEMALE,reading,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,missing,1,3,missing,67600,501-1000,51-55
205,1387.7,4000000,FEMALE,skydiving,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,1501-2000,41-45
312,1212.07,0,FEMALE,polo,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,501-1000,46-50
289,1387.51,0,FEMALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,missing,68580,501-1000,41-45
156,1367.99,0,MALE,board-games,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,missing,0,3,missing,55200,0-500,36-40
282,1558.86,0,MALE,dancing,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,missing,2,2,NO,69400,1501-2000,46-50
227,976.67,0,FEMALE,polo,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,16,1,missing,1,2,missing,72200,0-500,36-40
110,1183.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,missing,2,3,NO,55200,501-1000,31-35
290,1393.34,0,MALE,bungie-jumping,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,56160,501-1000,46-50
142,1412.76,0,MALE,basketball,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320,0-500,26-30
273,1189.04,0,FEMALE,video-games,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,missing,39800,501-1000,46-50
154,2047.59,0,FEMALE,dancing,0,-67800,Single Vehicle Collision,Rear Collision,Minor Damage,Other,2,1,missing,0,3,NO,79530,501-1000,36-40
284,1123.84,0,MALE,kayaking,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,0-500,41-45
239,1463.95,0,FEMALE,skydiving,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,missing,0,0,YES,69740,0-500,36-40
269,1463.82,0,FEMALE,yachting,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,23,1,YES,0,0,missing,79300,0-500,41-45
59,782.23,0,MALE,golf,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,missing,0,2,NO,51570,1501-2000,36-40
414,1335.13,0,FEMALE,chess,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,missing,54810,0-500,51-55
31,1263.48,4000000,FEMALE,hiking,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,missing,2,0,missing,63600,1501-2000,31-35
223,1201.41,0,FEMALE,movies,88400,-46500,Multi-vehicle Collision,Side Collision,Major Damage,Police,7,3,YES,1,0,missing,70510,0-500,36-40
160,1118.58,0,FEMALE,board-games,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,501-1000,36-40
150,1007.0,0,FEMALE,board-games,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,missing,80080,501-1000,36-40
458,1356.92,5000000,MALE,base-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,missing,0,1,YES,46980,1501-2000,61-65
204,1767.02,0,MALE,hiking,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,1501-2000,36-40
111,1459.97,5000000,MALE,yachting,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850,0-500,26-30
1,854.58,0,FEMALE,paintball,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,missing,2,3,YES,86790,0-500,26-30
67,1861.43,0,MALE,polo,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,501-1000,26-30
250,1539.06,0,MALE,exercise,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,missing,64200,1501-2000,41-45
271,1251.65,0,FEMALE,camping,71200,0,Parked Car,missing,Minor Damage,None,6,1,NO,0,0,NO,3080,501-1000,36-40
269,1081.08,0,MALE,reading,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,missing,56400,1501-2000,41-45
168,1059.52,0,MALE,camping,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,2,missing,1,1,missing,57720,501-1000,31-35
237,883.31,0,MALE,kayaking,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,NO,77880,501-1000,36-40
210,1048.46,0,MALE,skydiving,59900,0,Vehicle Theft,missing,Trivial Damage,None,9,1,missing,1,2,missing,7080,1501-2000,36-40
87,1048.39,0,FEMALE,polo,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,missing,2,1,YES,34650,0-500,26-30
47,1241.97,0,MALE,movies,75400,0,Parked Car,missing,Minor Damage,None,18,1,NO,1,0,NO,6700,1501-2000,36-40
253,1435.09,0,FEMALE,bungie-jumping,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,missing,56610,501-1000,41-45
398,862.19,0,MALE,movies,69400,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,2,3,missing,6600,0-500,51-55
3,995.7,5000000,FEMALE,chess,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,1,missing,5000,0-500,26-30
5,1137.02,0,FEMALE,skydiving,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,missing,88110,1501-2000,26-30
155,1088.34,0,FEMALE,yachting,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,29790,501-1000,31-35
56,1339.39,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,missing,1,2,YES,61490,0-500,41-45
87,1074.07,0,FEMALE,chess,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,3,NO,0,3,YES,60940,501-1000,31-35
200,1439.34,0,FEMALE,exercise,45300,-20400,Vehicle Theft,missing,Minor Damage,Police,9,1,missing,0,0,NO,3690,501-1000,36-40
283,1313.33,0,FEMALE,reading,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,missing,1,3,NO,77660,1501-2000,46-50
330,978.46,0,FEMALE,yachting,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,19,1,YES,0,0,NO,49060,501-1000,46-50
224,1291.7,0,FEMALE,kayaking,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,YES,69840,1501-2000,36-40
219,1134.91,0,FEMALE,golf,68700,0,Vehicle Theft,missing,Trivial Damage,None,6,1,missing,1,0,NO,6400,0-500,36-40
103,914.85,0,MALE,base-jumping,72100,0,Parked Car,missing,Minor Damage,Police,5,1,NO,2,3,NO,7110,0-500,26-30
22,1276.57,0,MALE,skydiving,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,YES,1,2,NO,78900,501-1000,26-30
232,1181.64,0,MALE,exercise,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,missing,1,1,YES,55400,1501-2000,41-45
398,1305.26,0,MALE,skydiving,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,36740,1501-2000,51-55
5,915.41,5000000,FEMALE,sleeping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,0-500,21-25
175,1123.87,8000000,FEMALE,dancing,0,0,Vehicle Theft,missing,Trivial Damage,Police,5,1,missing,2,0,YES,7290,501-1000,31-35
229,1107.59,3000000,MALE,chess,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,62640,1501-2000,41-45
143,1200.09,0,FEMALE,board-games,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,missing,2,2,missing,70400,501-1000,31-35
183,1543.68,0,FEMALE,paintball,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,0-500,36-40
230,1221.14,0,MALE,board-games,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,missing,0,2,missing,75460,1501-2000,41-45
389,791.47,0,MALE,chess,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,NO,1,2,NO,6300,1501-2000,51-55
210,999.52,0,MALE,golf,0,0,Vehicle Theft,missing,Minor Damage,Police,6,1,missing,1,2,NO,8640,0-500,36-40
215,1848.81,0,MALE,video-games,0,-49000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,20,3,YES,2,2,YES,68520,0-500,41-45
210,984.45,0,MALE,paintball,0,0,Vehicle Theft,missing,Minor Damage,None,4,1,YES,1,2,missing,7800,501-1000,36-40
115,1757.21,0,MALE,base-jumping,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140,0-500,26-30
191,1253.44,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,1501-2000,36-40
350,889.13,0,FEMALE,board-games,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190,0-500,46-50
101,1313.64,0,FEMALE,board-games,12100,0,Parked Car,missing,Trivial Damage,None,3,1,YES,1,0,NO,4290,501-1000,31-35
70,1425.79,0,FEMALE,video-games,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,missing,69360,501-1000,26-30
27,1371.78,0,MALE,polo,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,10,3,missing,0,2,YES,53600,1501-2000,26-30
252,1312.22,9000000,MALE,cross-fit,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,missing,0,3,NO,59400,0-500,36-40
210,1433.24,0,FEMALE,yachting,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,missing,24570,0-500,31-35
218,914.22,0,MALE,golf,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,0-500,41-45
4,1282.93,0,FEMALE,basketball,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,missing,0,0,missing,66880,0-500,31-35
121,1285.42,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300,0-500,31-35
286,1386.93,0,MALE,bungie-jumping,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,0-500,46-50
156,1479.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,0-500,31-35
254,1581.27,5000000,FEMALE,skydiving,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,0-500,41-45
281,1515.18,6000000,MALE,camping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,NO,1,0,NO,60190,501-1000,41-45
260,982.22,0,FEMALE,skydiving,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,missing,1,0,missing,75400,0-500,41-45
247,806.31,0,FEMALE,dancing,0,0,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,3,missing,3300,0-500,36-40
217,875.15,0,FEMALE,skydiving,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,missing,1,2,missing,37840,1501-2000,41-45
440,995.55,5000000,MALE,paintball,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,missing,68200,501-1000,56-60
147,1306.78,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,missing,1,0,NO,81120,501-1000,36-40
305,1347.92,0,FEMALE,bungie-jumping,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,missing,66550,1501-2000,46-50
285,1512.58,0,FEMALE,paintball,47600,0,Vehicle Theft,missing,Minor Damage,Police,7,1,missing,1,1,missing,2520,1501-2000,41-45
88,1437.88,0,FEMALE,reading,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000,501-1000,26-30
120,1281.27,0,FEMALE,golf,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,missing,65500,501-1000,26-30
440,1275.62,0,FEMALE,reading,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,0-500,51-55
145,1434.27,0,FEMALE,sleeping,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,missing,2,3,missing,55110,1501-2000,36-40
259,1655.79,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,1501-2000,41-45
235,1398.94,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,0-500,36-40
330,1133.27,0,FEMALE,chess,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,missing,0,2,YES,60500,1501-2000,46-50
335,1538.26,6000000,MALE,yachting,62200,-31400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,12,3,YES,2,3,YES,34320,501-1000,46-50
286,1564.43,3000000,FEMALE,movies,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,missing,2,2,YES,34290,0-500,41-45
146,1457.65,5000000,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,missing,52380,501-1000,31-35
178,1381.14,0,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,0-500,36-40
12,1143.95,0,FEMALE,paintball,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,missing,53370,501-1000,21-25
215,1405.71,0,FEMALE,camping,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,missing,0,1,NO,70700,0-500,36-40
298,1138.42,6000000,MALE,dancing,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,18,1,NO,2,3,YES,33550,501-1000,46-50
280,1140.31,0,MALE,exercise,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,missing,0,3,YES,53020,1501-2000,41-45
116,1194.83,0,FEMALE,camping,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,0-500,31-35
165,900.02,6000000,MALE,camping,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,0-500,31-35
1,903.32,0,FEMALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,missing,1,0,missing,31700,0-500,31-35
86,1382.88,7000000,MALE,cross-fit,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,missing,1,1,YES,81840,0-500,26-30
290,1215.36,0,MALE,reading,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,missing,0,1,NO,66200,1501-2000,41-45
30,1488.26,0,FEMALE,golf,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,missing,57900,0-500,36-40
73,803.36,0,FEMALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,missing,0,0,YES,57000,0-500,26-30
303,709.14,0,MALE,kayaking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,501-1000,46-50
